Total: 626
18949 	 
20787 	 
24371.666666666668 	 
26347.5 	 
27242.714285714286 	 ..
28865 	 .
30044.428571428572 	 ..
31210.166666666668 	 .
32879.545454545456 	 ...
34195.21428571428 	 ....
35361.625 	 ..
36795.375 	 ..
38095.86666666667 	 ....
39344.5 	 ...
40432.583333333336 	 ...
41593.529411764706 	 .....
42555.857142857145 	 ....
44146.42857142857 	 ....
45762.25 	 .......
47697.857142857145 	 ..
48890.78947368421 	 ......
50416.933333333334 	 ....
51642.692307692305 	 ....
52580.4 	 .......
53708.318181818184 	 .......
54917.181818181816 	 ...
56318.93103448276 	 .........
57632.545454545456 	 ...
58594 	 ...
59636.875 	 .....
61272.333333333336 	 ....
62257.555555555555 	 ..
63825.45 	 ......
65780.8 	 ....
67087.36363636363 	 ...
68140 	 
69044.6 	 .
70763.76470588235 	 .....
72229 	 .
73810.27272727272 	 ...
75479.16666666667 	 .
76706 	 ..
77843 	 
79084 	 .
80252.625 	 ..
82206.8 	 .
83416.25 	 .
84603.11111111111 	 ..
86034 	 
87851.28571428571 	 ..
90160.83333333333 	 .
91601 	 
93041.8 	 .
94128 	 
95568 	 
96474.25 	 .
97603.5 	 
98871.5 	 .
99969 	 
101155.25 	 .
102615 	 
104105.25 	 .
105260 	 .
107752 	 
109024.5 	 
110130.33333333333 	 
111948.25 	 .
115509.5 	 
117474.4 	 .
119070.5 	 
120507.66666666667 	 
121846 	 
122911 	 
126395 	 
132747.5 	 
135403 	 
136988.5 	 
139853.5 	 
141707.66666666666 	 
156213 	 
162060 	 
163227 	 
170438 	 
174744 	 
181422 	 
184724 	 
186122 	 
189055 	 
196114 	 
208125 	 
218942.5 	 
225385 	 
273775 	 
277331 	 
287279 	 
420270 	 
514062 	 
526035 	 
624730 	 
747439 	 
